20.192,0.031,0.035,-0.992,-0.939,1.183,0.802,
20.198,0.038,0.029,-0.992,-0.794,1.313,0.855,
20.203,0.033,0.031,-0.994,-0.878,1.389,0.794,
20.208,0.044,0.030,-0.998,-0.992,1.198,0.763,
20.214,0.037,0.033,-1.000,-0.908,1.244,0.695,
20.219,0.042,0.030,-0.996,-0.992,1.267,0.901,
20.225,0.030,0.031,-0.999,-0.992,1.412,0.802,
20.231,0.032,0.036,-0.993,-1.137,1.405,0.962,
20.236,0.036,0.034,-0.995,-1.252,1.519,0.740,
20.241,0.037,0.032,-0.988,-1.267,1.336,0.847,
20.247,0.036,0.032,-0.992,-1.130,1.328,0.847,
20.252,0.037,0.031,-1.002,-0.939,1.405,0.779,
20.257,0.034,0.028,-0.989,-0.969,1.389,0.679,
20.263,0.031,0.034,-1.000,-0.916,1.298,0.809,
20.269,0.042,0.031,-0.997,-0.908,1.366,0.771,
20.274,0.030,0.033,-0.986,-1.008,1.252,0.786,
20.280,0.038,0.034,-0.995,-0.878,1.290,0.863,
20.285,0.035,0.034,-0.990,-0.786,1.206,0.847,
20.290,0.037,0.034,-1.000,-0.924,1.313,0.740,
20.296,0.036,0.037,-0.985,-0.840,1.351,0.802,
20.301,0.034,0.036,-0.985,-1.046,1.191,0.748,
20.306,0.030,0.032,-0.988,-0.931,1.443,0.771,
20.313,0.036,0.027,-1.001,-1.000,1.076,0.863,
20.318,0.031,0.028,-0.997,-0.802,1.359,1.008,
20.323,0.029,0.031,-0.989,-1.031,1.443,0.718,
20.329,0.033,0.035,-1.001,-1.084,1.298,0.786,
20.334,0.035,0.034,-0.997,-1.000,1.260,0.855,
20.339,0.032,0.030,-0.992,-0.855,1.321,0.817,
20.345,0.033,0.027,-0.993,-1.015,1.443,0.794,
20.350,0.032,0.030,-0.987,-0.992,1.305,0.763,
20.356,0.033,0.033,-0.994,-0.931,1.359,0.870,
20.362,0.031,0.037,-0.993,-1.000,1.160,0.802,
20.367,0.031,0.029,-0.991,-1.122,1.267,0.878,
20.372,0.036,0.032,-0.990,-0.901,1.305,0.916,
20.378,0.035,0.035,-0.992,-1.046,1.366,0.802,
20.383,0.034,0.024,-1.002,-0.794,1.282,0.893,
20.388,0.030,0.031,-0.994,-0.786,1.496,0.954,
20.395,0.042,0.039,-0.991,-0.863,1.328,0.901,
20.400,0.044,0.033,-0.988,-1.000,1.519,0.809,
20.405,0.032,0.033,-0.992,-0.901,1.336,0.672,
20.410,0.037,0.029,-0.993,-0.939,1.382,1.031,
20.416,0.031,0.024,-0.992,-0.908,1.557,0.847,
20.421,0.039,0.033,-1.005,-0.939,1.351,0.710,
20.426,0.039,0.029,-1.004,-0.901,1.359,0.947,
20.432,0.038,0.025,-0.992,-1.099,1.450,0.763,
20.438,0.033,0.033,-0.984,-1.015,1.481,0.832,
20.443,0.042,0.032,-0.989,-1.206,1.427,0.718,
20.449,0.036,0.032,-0.993,-1.031,1.206,0.863,
20.454,0.035,0.033,-0.991,-1.069,1.160,0.802,
20.459,0.033,0.030,-0.981,-0.809,1.366,0.779,
20.465,0.038,0.035,-0.997,-1.031,1.366,0.786,
20.470,0.034,0.031,-0.993,-1.061,1.405,0.878,
20.475,0.034,0.036,-0.994,-0.969,1.603,0.809,
20.482,0.030,0.032,-0.998,-0.748,1.359,0.595,
20.487,0.037,0.035,-0.990,-0.954,1.519,0.687,
20.492,0.038,0.035,-0.994,-0.794,1.328,0.718,
20.498,0.039,0.037,-0.985,-0.969,1.458,0.771,
20.503,0.031,0.028,-0.995,-0.809,1.481,0.779,
20.508,0.033,0.034,-0.997,-1.023,1.511,0.794,
20.514,0.033,0.039,-1.000,-1.000,1.435,0.756,
20.519,0.042,0.037,-0.995,-1.031,1.450,0.794,
20.525,0.035,0.032,-0.995,-0.863,1.344,0.603,
20.531,0.031,0.032,-1.002,-0.878,1.511,0.802,
20.536,0.034,0.033,-0.995,-1.023,1.511,0.794,
20.541,0.038,0.031,-0.986,-1.000,1.336,0.817,
20.547,0.042,0.031,-0.996,-0.878,1.092,0.817,
20.552,0.037,0.032,-0.992,-0.908,1.237,0.908,
20.557,0.032,0.034,-0.999,-0.885,1.504,0.908,
20.563,0.032,0.028,-0.994,-0.802,1.336,0.779,
20.569,0.036,0.030,-0.985,-0.702,1.176,0.641,
20.574,0.033,0.032,-0.995,-0.649,1.214,0.824,
20.580,0.032,0.030,-0.998,-0.924,1.573,0.947,
20.585,0.037,0.035,-0.999,-0.847,1.527,0.893,
20.590,0.027,0.033,-0.984,-0.863,1.061,0.511,
20.596,0.037,0.025,-1.000,-0.954,1.321,0.672,
20.601,0.031,0.030,-1.002,-1.053,1.282,0.809,
20.606,0.042,0.024,-0.985,-1.115,1.672,0.992,
20.613,0.030,0.033,-0.990,-1.015,1.374,0.679,
20.618,0.033,0.033,-0.997,-1.115,1.313,0.802,
20.623,0.032,0.031,-0.995,-1.008,1.466,0.756,
20.629,0.027,0.027,-0.995,-1.282,1.458,0.702,
20.634,0.036,0.029,-0.987,-1.107,1.405,0.664,
20.639,0.038,0.031,-0.991,-1.023,1.344,0.641,
20.645,0.039,0.029,-0.997,-1.015,1.466,0.885,
20.651,0.036,0.030,-0.995,-1.252,1.397,0.794,
20.656,0.031,0.031,-0.987,-1.107,1.443,0.840,
20.662,0.035,0.028,-0.996,-0.962,1.313,0.817,
20.667,0.032,0.029,-0.992,-1.244,1.450,0.618,
20.672,0.036,0.031,-0.994,-0.992,1.382,0.824,
20.678,0.037,0.036,-0.986,-1.053,1.420,0.748,
20.683,0.042,0.039,-1.007,-1.107,1.359,0.794,
20.688,0.037,0.034,-0.990,-0.947,1.435,0.740,
20.695,0.036,0.035,-0.994,-1.206,1.489,0.931,
20.700,0.041,0.038,-0.986,-1.023,1.344,0.771,
20.705,0.035,0.036,-0.992,-0.893,1.298,0.817,
20.711,0.035,0.028,-0.998,-0.939,1.336,0.863,
20.716,0.035,0.035,-1.000,-0.901,1.412,0.786,
20.721,0.032,0.031,-0.990,-1.198,1.420,0.718,
20.727,0.033,0.034,-0.994,-0.939,1.466,0.779,
20.732,0.042,0.028,-0.986,-1.099,1.374,0.641,
20.738,0.035,0.033,-0.988,-1.000,1.458,0.718,
20.744,0.036,0.033,-0.989,-1.015,1.305,0.771,
20.749,0.032,0.032,-0.992,-1.000,1.260,0.832,
20.754,0.041,0.031,-0.984,-0.992,1.435,0.679,
20.760,0.038,0.028,-0.997,-0.802,1.504,0.924,
20.765,0.031,0.041,-0.980,-0.748,1.374,0.718,
20.770,0.035,0.032,-0.991,-0.893,1.107,0.779,
20.776,0.034,0.031,-0.998,-0.779,1.252,0.840,
20.782,0.040,0.030,-0.998,-0.794,1.252,0.786,
20.787,0.037,0.031,-0.997,-0.985,1.504,0.824,
20.793,0.029,0.028,-0.996,-0.809,1.305,0.763,
20.798,0.033,0.028,-1.003,-1.046,1.351,0.786,
20.803,0.031,0.026,-1.000,-0.992,1.252,0.840,
20.809,0.030,0.031,-0.997,-1.076,1.328,0.756,
20.814,0.041,0.032,-0.986,-1.015,1.412,0.817,
20.819,0.032,0.033,-0.996,-1.191,1.427,0.992,
20.826,0.036,0.028,-1.006,-0.885,1.374,0.969,
20.831,0.030,0.033,-0.987,-0.977,1.328,0.992,
20.836,0.036,0.033,-0.987,-0.893,1.053,0.870,
20.842,0.024,0.038,-0.991,-0.931,1.588,0.718,
20.847,0.034,0.030,-0.992,-0.847,1.344,0.977,
20.852,0.036,0.025,-0.983,-1.015,1.260,0.832,
20.858,0.037,0.037,-0.992,-0.847,1.160,0.687,
20.864,0.033,0.030,-0.987,-0.954,1.405,0.847,
20.869,0.036,0.032,-0.994,-0.794,1.565,0.786,
20.875,0.036,0.028,-0.985,-1.153,1.573,0.840,
20.880,0.035,0.030,-0.990,-1.107,1.458,0.832,
20.885,0.037,0.032,-0.992,-1.061,1.305,0.847,
20.891,0.029,0.028,-0.999,-1.015,1.397,0.824,
20.896,0.041,0.030,-0.999,-1.145,1.405,0.947,
20.901,0.040,0.033,-0.990,-1.069,1.321,0.695,
20.908,0.034,0.037,-0.990,-1.145,1.412,0.939,
20.913,0.034,0.034,-0.999,-1.168,1.305,0.786,
20.918,0.036,0.024,-0.992,-1.221,1.321,0.664,
20.924,0.038,0.034,-0.992,-1.115,1.412,0.901,
20.929,0.040,0.034,-0.989,-0.863,1.206,0.771,
20.934,0.034,0.031,-1.002,-0.908,1.176,0.817,
20.940,0.033,0.029,-0.998,-1.145,1.435,0.771,
20.945,0.036,0.035,-0.988,-1.031,1.435,0.863,
20.951,0.040,0.033,-0.987,-0.939,1.290,0.817,
20.957,0.035,0.033,-1.003,-0.992,1.290,0.771,
20.962,0.044,0.034,-0.994,-0.954,1.489,0.893,
20.967,0.039,0.026,-0.987,-0.870,1.305,0.763,
20.973,0.042,0.029,-0.990,-1.115,1.321,0.718,
20.978,0.032,0.036,-0.999,-0.992,1.351,0.779,
20.983,0.037,0.033,-0.981,-0.985,1.374,0.832,
20.989,0.037,0.030,-0.991,-1.115,1.374,0.763,
20.995,0.031,0.034,-0.999,-1.031,1.397,0.786,
21.000,0.033,0.032,-0.989,-0.985,1.244,0.656,
21.006,0.038,0.034,-1.002,-1.107,1.443,0.824,
21.011,0.039,0.037,-0.983,-0.885,1.305,0.740,
21.016,0.038,0.030,-0.982,-0.947,1.305,0.603,
21.022,0.035,0.030,-1.000,-1.008,1.397,0.802,
21.027,0.036,0.031,-0.987,-0.885,1.481,0.756,
21.032,0.031,0.030,-0.994,-0.939,1.275,0.649,
21.039,0.042,0.031,-1.000,-0.756,1.244,0.901,
21.044,0.035,0.030,-0.998,-0.893,1.389,0.863,
21.049,0.034,0.033,-0.992,-1.023,1.588,0.962,
21.055,0.035,0.033,-0.992,-0.878,1.389,0.802,
21.060,0.035,0.029,-0.988,-0.771,1.198,0.740,
21.065,0.033,0.028,-0.992,-0.802,1.573,0.771,
21.071,0.042,0.030,-1.001,-0.969,1.527,0.786,
21.076,0.039,0.033,-0.988,-0.954,1.305,0.847,
21.082,0.039,0.025,-0.997,-0.885,1.313,0.847,
21.088,0.040,0.028,-0.991,-0.985,1.290,0.672,
21.093,0.036,0.031,-0.991,-0.969,1.260,0.740,
21.098,0.038,0.031,-0.988,-1.115,1.382,0.588,
21.104,0.036,0.027,-0.991,-1.031,1.397,0.763,
21.109,0.039,0.025,-0.989,-1.038,1.328,0.740,
21.114,0.032,0.032,-1.003,-1.130,1.542,0.802,
21.121,0.038,0.034,-0.992,-1.137,1.511,0.847,
21.126,0.038,0.032,-0.990,-0.893,1.351,0.893,
21.131,0.035,0.034,-0.997,-1.076,1.382,0.908,
21.137,0.036,0.030,-0.996,-0.992,1.420,0.908,
21.142,0.037,0.029,-0.997,-1.099,1.389,0.939,
21.147,0.038,0.034,-0.993,-0.924,1.267,0.710,
21.153,0.033,0.034,-1.000,-0.969,1.267,0.779,
21.158,0.042,0.031,-0.991,-1.008,1.290,0.779,
21.164,0.029,0.032,-0.995,-1.145,1.389,0.847,
21.170,0.033,0.038,-0.994,-0.916,1.412,0.840,
21.175,0.031,0.029,-0.997,-0.992,1.282,0.740,
21.180,0.040,0.036,-1.003,-0.977,1.229,0.794,
21.186,0.039,0.031,-0.991,-1.168,1.489,0.771,
21.191,0.040,0.032,-0.992,-0.901,1.275,0.710,
21.196,0.035,0.028,-0.990,-1.076,1.450,0.817,
21.202,0.037,0.030,-0.996,-0.985,1.321,0.969,
21.208,0.039,0.032,-0.992,-1.153,1.389,0.908,
21.213,0.034,0.039,-0.987,-0.939,1.275,0.885,
21.219,0.037,0.037,-0.995,-0.885,1.473,0.710,
21.224,0.036,0.035,-0.998,-0.893,1.435,0.817,
21.229,0.032,0.037,-0.998,-0.954,1.229,0.756,
21.235,0.027,0.034,-0.990,-0.794,1.275,0.771,
21.240,0.029,0.039,-0.999,-0.870,1.366,0.664,
21.245,0.033,0.029,-0.997,-0.794,1.290,0.939,
21.252,0.036,0.032,-0.998,-0.962,1.328,0.878,
21.257,0.031,0.029,-0.993,-0.916,1.489,0.855,
21.262,0.031,0.032,-0.990,-0.924,1.260,0.740,
21.268,0.037,0.030,-0.990,-1.000,1.427,0.695,
21.273,0.035,0.033,-1.000,-1.023,1.427,0.870,
21.278,0.037,0.031,-0.983,-0.855,1.527,1.031,
21.284,0.033,0.038,-0.990,-1.053,1.275,0.832,
21.289,0.028,0.035,-0.990,-0.878,1.412,0.878,
21.295,0.039,0.030,-0.996,-1.000,1.481,0.969,
21.300,0.030,0.026,-0.992,-1.008,1.344,0.885,
21.306,0.037,0.032,-0.993,-1.061,1.420,0.916,
21.311,0.036,0.031,-0.989,-0.855,1.221,0.756,
21.316,0.033,0.031,-0.989,-1.023,1.412,0.672,
21.322,0.032,0.030,-0.989,-1.053,1.489,0.855,
21.327,0.033,0.036,-1.000,-0.908,1.328,0.901,
21.332,0.038,0.031,-0.993,-1.031,1.351,0.832,
21.339,0.036,0.027,-1.004,-1.046,1.366,0.824,
21.344,0.035,0.032,-0.985,-1.069,1.420,0.748,
21.349,0.033,0.034,-1.000,-1.015,1.267,0.977,
21.355,0.035,0.035,-0.997,-0.847,1.374,0.824,
21.360,0.040,0.026,-1.009,-1.084,1.511,1.038,
21.365,0.034,0.035,-0.999,-0.885,1.412,0.832,
21.371,0.040,0.030,-0.987,-0.901,1.344,0.656,
21.377,0.038,0.028,-0.992,-1.008,1.229,0.672,
21.382,0.038,0.033,-0.997,-1.061,1.443,0.748,
21.388,0.031,0.029,-1.002,-1.015,1.565,0.824,
21.393,0.031,0.035,-0.994,-1.053,1.229,0.847,
21.398,0.031,0.035,-0.990,-0.992,1.252,0.878,
21.404,0.039,0.033,-1.001,-1.046,1.542,0.878,
21.409,0.034,0.028,-1.000,-1.000,1.412,0.847,
21.414,0.037,0.031,-0.988,-0.977,1.450,0.855,
21.421,0.035,0.032,-0.993,-1.038,1.313,0.939,
21.426,0.037,0.031,-0.997,-0.908,1.359,0.878,
21.431,0.036,0.036,-0.999,-1.046,1.267,0.939,
21.437,0.032,0.029,-0.999,-0.977,1.458,0.756,
21.442,0.035,0.033,-0.988,-0.916,1.267,0.824,
21.447,0.037,0.031,-1.005,-1.015,1.336,0.763,
21.453,0.031,0.042,-0.996,-0.931,1.183,0.794,
21.458,0.031,0.042,-0.987,-0.977,1.351,0.809,
21.464,0.031,0.037,-0.994,-1.092,1.229,0.786,
21.470,0.035,0.026,-1.002,-1.038,1.397,0.893,
21.475,0.031,0.035,-0.983,-1.099,1.427,0.786,
21.480,0.033,0.035,-0.995,-0.870,1.382,0.740,
21.486,0.033,0.037,-0.998,-0.863,1.405,0.771,
21.491,0.035,0.028,-0.995,-1.000,1.298,0.664,
21.496,0.033,0.033,-0.996,-1.145,1.427,0.878,
21.502,0.031,0.037,-0.992,-0.847,1.214,0.832,
21.508,0.033,0.036,-0.994,-0.947,1.282,0.802,
21.513,0.033,0.027,-0.988,-0.901,1.458,0.748,
21.519,0.033,0.036,-0.988,-1.023,1.405,0.817,
21.524,0.035,0.025,-0.992,-0.855,1.275,0.863,
21.529,0.037,0.032,-0.994,-1.008,1.244,0.649,
21.535,0.037,0.037,-1.002,-0.901,1.336,0.924,
21.540,0.034,0.036,-0.995,-0.954,1.550,0.992,
21.545,0.033,0.031,-0.991,-1.069,1.374,0.878,
21.552,0.038,0.032,-0.990,-0.954,1.389,0.565,
21.557,0.035,0.032,-1.003,-0.901,1.435,0.947,
21.562,0.036,0.033,-1.001,-1.237,1.511,0.824,
21.568,0.035,0.038,-0.990,-0.977,1.321,0.824,
21.573,0.033,0.029,-0.991,-0.924,1.298,0.779,
21.578,0.037,0.028,-0.998,-0.985,1.420,0.947,
21.584,0.035,0.034,-0.994,-1.137,1.351,0.763,
21.590,0.035,0.028,-0.992,-1.038,1.412,0.832,
21.595,0.039,0.030,-0.994,-0.924,1.344,0.740,
21.601,0.037,0.030,-0.995,-0.954,1.351,0.771,
21.606,0.038,0.028,-0.990,-0.916,1.519,0.863,
21.611,0.033,0.031,-0.989,-0.947,1.427,0.824,
21.617,0.032,0.028,-0.993,-1.084,1.298,0.779,
21.622,0.038,0.032,-0.997,-0.824,1.267,0.931,
21.627,0.038,0.035,-1.003,-1.183,1.298,0.901,
21.634,0.036,0.030,-0.990,-1.107,1.382,0.740,
21.639,0.036,0.029,-0.991,-1.176,1.298,0.710,
21.644,0.034,0.034,-1.000,-0.954,1.275,0.817,
21.650,0.033,0.039,-0.990,-1.023,1.282,0.779,
21.655,0.040,0.031,-0.996,-1.031,1.550,0.863,
21.660,0.036,0.030,-0.992,-0.916,1.275,0.664,
21.666,0.038,0.028,-0.991,-1.008,1.344,0.832,
21.671,0.036,0.031,-0.988,-0.947,1.366,0.748,
21.677,0.037,0.033,-0.991,-0.969,1.473,0.718,
21.683,0.029,0.038,-0.987,-0.954,1.229,0.656,
21.688,0.036,0.034,-1.002,-1.076,1.260,0.771,
21.693,0.036,0.035,-0.993,-0.908,1.290,0.733,
21.699,0.033,0.032,-0.992,-0.916,1.412,0.893,
21.704,0.035,0.032,-0.987,-0.855,1.412,0.740,
21.709,0.036,0.027,-0.989,-0.824,1.344,0.794,
21.715,0.040,0.032,-0.996,-0.817,1.244,0.695,
21.721,0.036,0.032,-0.996,-0.855,1.336,0.779,
21.726,0.041,0.033,-0.997,-1.023,1.466,0.786,
21.732,0.039,0.031,-0.990,-0.901,1.443,0.832,
21.737,0.033,0.032,-0.990,-1.008,1.260,0.817,
21.742,0.040,0.030,-0.995,-0.947,1.206,0.969,
21.748,0.034,0.033,-1.000,-0.924,1.405,0.794,
21.753,0.037,0.031,-0.994,-0.931,1.328,0.802,
21.758,0.032,0.031,-1.001,-1.000,1.397,0.908,
21.765,0.037,0.033,-0.986,-0.840,1.397,0.748,
21.770,0.033,0.032,-0.995,-0.939,1.481,0.832,
21.775,0.037,0.029,-0.986,-1.038,1.221,0.733,
21.781,0.032,0.033,-0.998,-1.023,1.489,0.992,
21.786,0.036,0.035,-0.989,-1.038,1.611,0.725,
21.791,0.037,0.030,-0.986,-0.916,1.351,0.863,
21.797,0.035,0.031,-0.990,-0.878,1.412,0.771,
21.803,0.038,0.034,-0.995,-0.947,1.504,0.725,
21.808,0.035,0.034,-0.985,-0.870,1.443,0.695,
21.814,0.035,0.036,-0.992,-1.023,1.366,1.015,
21.819,0.036,0.030,-0.986,-0.863,1.137,0.840,
21.824,0.041,0.030,-0.993,-0.954,1.053,0.763,
21.830,0.032,0.030,-0.993,-0.985,1.443,0.809,
21.835,0.036,0.033,-0.991,-1.153,1.344,0.710,
21.840,0.034,0.035,-0.994,-1.130,1.321,0.885,
21.847,0.036,0.028,-1.001,-0.985,1.443,0.924,
21.852,0.039,0.030,-1.006,-1.160,1.412,1.000,
21.857,0.030,0.030,-0.992,-1.053,1.351,0.733,
21.863,0.032,0.027,-0.999,-1.053,1.366,0.763,
21.868,0.032,0.033,-1.006,-0.855,1.366,0.687,
21.873,0.034,0.037,-0.999,-1.053,1.504,0.893,
21.879,0.028,0.040,-0.995,-1.015,1.550,0.939,
21.884,0.034,0.028,-0.994,-1.015,1.405,0.771,
21.890,0.037,0.033,-0.998,-0.924,1.321,0.763,
21.896,0.031,0.036,-0.981,-1.115,1.527,0.725,
21.901,0.041,0.028,-0.985,-0.878,1.466,0.794,
21.906,0.036,0.033,-0.997,-1.107,1.290,0.786,
21.912,0.037,0.032,-0.996,-0.794,1.313,0.733,
21.917,0.032,0.031,-0.987,-1.084,1.374,0.924,
21.922,0.031,0.040,-0.994,-0.992,1.481,0.672,
21.928,0.030,0.039,-0.992,-1.031,1.542,0.840,
21.934,0.032,0.032,-0.997,-1.038,1.214,0.870,
21.939,0.038,0.034,-0.987,-0.992,1.366,0.954,
21.945,0.035,0.034,-0.991,-1.038,1.366,0.817,
21.950,0.032,0.031,-0.988,-1.069,1.290,0.687,
21.955,0.035,0.031,-0.993,-0.847,1.198,0.878,
21.961,0.031,0.029,-0.998,-0.924,1.435,0.847,
21.966,0.037,0.034,-0.995,-0.931,1.252,0.809,
21.971,0.033,0.030,-1.004,-1.031,1.344,0.725,
21.978,0.040,0.027,-0.991,-0.824,1.229,0.786,
21.983,0.035,0.034,-1.003,-0.931,1.298,0.618,
21.988,0.039,0.033,-0.999,-0.863,1.298,0.809,
21.994,0.031,0.030,-0.991,-0.916,1.198,0.794,
21.999,0.037,0.035,-0.990,-0.878,1.282,0.947,
22.004,0.034,0.034,-0.996,-1.183,1.382,0.809,
22.010,0.026,0.029,-0.989,-0.931,1.397,0.893,
22.016,0.032,0.037,-0.992,-1.076,1.481,0.779,
22.021,0.036,0.040,-0.989,-0.809,1.321,0.687,
22.027,0.032,0.030,-1.000,-0.893,1.328,0.710,
22.032,0.035,0.032,-0.999,-0.802,1.420,0.947,
22.037,0.037,0.029,-0.993,-1.107,1.229,0.985,
22.043,0.035,0.030,-1.002,-1.031,1.519,0.893,
22.048,0.042,0.034,-0.999,-1.069,1.405,0.931,
22.053,0.042,0.027,-1.003,-0.985,1.542,0.824,
22.060,0.034,0.031,-0.988,-1.069,1.397,0.740,
22.065,0.038,0.031,-0.998,-0.962,1.160,1.000,
22.070,0.035,0.033,-0.995,-1.092,1.359,0.893,
22.076,0.033,0.031,-1.000,-0.939,1.321,1.069,
22.081,0.036,0.033,-0.988,-0.954,1.282,0.817,
22.086,0.036,0.031,-0.991,-1.053,1.328,0.863,
22.092,0.035,0.029,-0.997,-1.023,1.206,0.824,
22.097,0.028,0.027,-0.997,-0.985,1.504,0.763,
22.103,0.038,0.029,-0.989,-1.084,1.496,0.740,
22.109,0.033,0.030,-0.992,-0.947,1.206,0.947,
22.114,0.036,0.032,-1.000,-1.015,1.412,0.870,
22.119,0.035,0.030,-0.990,-0.954,1.504,0.977,
22.124,0.035,0.032,-0.984,-1.053,1.489,0.969,
22.130,0.031,0.025,-0.991,-0.954,1.313,0.878,
22.135,0.028,0.032,-0.992,-0.840,1.321,0.939,
22.140,0.035,0.035,-0.988,-0.977,1.435,0.954,
22.147,0.038,0.029,-0.995,-1.061,1.427,0.908,
22.152,0.037,0.037,-1.002,-1.038,1.267,0.878,
22.157,0.037,0.029,-0.991,-1.023,1.504,0.931,
22.163,0.042,0.035,-1.002,-0.969,1.489,0.725,
22.168,0.035,0.034,-0.986,-0.969,1.328,0.939,
22.173,0.035,0.025,-1.006,-0.954,1.282,0.840,
22.179,0.034,0.029,-0.992,-0.962,1.359,0.748,
22.184,0.036,0.032,-1.003,-0.870,1.305,0.817,
22.190,0.036,0.031,-1.001,-1.038,1.389,0.695,
22.196,0.038,0.035,-0.986,-1.008,1.237,0.794,
22.201,0.032,0.031,-0.982,-1.084,1.595,0.947,
22.207,0.035,0.036,-1.004,-1.061,1.435,1.023,
22.212,0.037,0.034,-0.987,-1.023,1.420,0.771,
22.217,0.041,0.030,-0.990,-0.817,1.389,0.947,
22.223,0.040,0.031,-0.993,-0.992,1.260,0.824,
22.228,0.033,0.036,-1.004,-1.168,1.344,0.756,
22.234,0.044,0.032,-0.993,-0.962,1.443,0.840,
22.240,0.035,0.034,-1.002,-1.031,1.206,0.695,
22.245,0.033,0.036,-1.000,-1.023,1.366,0.847,
22.250,0.035,0.035,-0.999,-1.069,1.519,0.908,
22.256,0.032,0.031,-0.996,-1.076,1.450,0.763,
22.261,0.033,0.031,-0.990,-0.901,1.176,0.916,
22.266,0.029,0.029,-0.997,-0.885,1.305,0.939,
22.273,0.037,0.032,-0.991,-0.954,1.382,0.763,
22.278,0.030,0.032,-0.997,-1.008,1.389,0.885,
22.283,0.037,0.035,-0.999,-0.863,1.351,0.847,
22.289,0.031,0.027,-0.990,-1.000,1.397,0.748,
22.294,0.031,0.029,-0.998,-0.832,1.405,0.802,
22.299,0.032,0.032,-0.990,-1.069,1.420,0.809,
22.304,0.039,0.032,-0.997,-0.863,1.244,0.740,
22.310,0.042,0.031,-0.992,-0.924,1.405,0.687,
22.316,0.036,0.031,-1.001,-1.076,1.267,0.878,
22.321,0.034,0.032,-0.989,-0.962,1.313,0.794,
22.327,0.037,0.033,-0.986,-1.137,1.473,0.748,
22.332,0.040,0.031,-0.987,-0.977,1.496,0.748,
22.337,0.040,0.032,-1.002,-0.878,1.450,0.878,
22.343,0.040,0.032,-0.997,-1.000,1.313,0.878,
22.348,0.037,0.030,-0.993,-1.092,1.344,0.802,
22.353,0.039,0.033,-0.994,-1.000,1.305,0.725,
22.360,0.035,0.031,-0.999,-0.847,1.397,0.733,
22.365,0.038,0.028,-0.992,-0.893,1.176,0.931,
22.370,0.037,0.029,-0.993,-1.137,1.420,0.794,
22.376,0.035,0.037,-0.987,-0.947,1.519,0.878,
22.381,0.031,0.028,-0.995,-1.198,1.191,0.733,
22.387,0.035,0.036,-0.994,-0.931,1.504,0.893,
22.392,0.034,0.027,-0.992,-1.130,1.382,0.687,
22.397,0.037,0.031,-0.993,-0.924,1.298,0.794,
22.404,0.034,0.036,-0.999,-0.962,1.420,0.786,
22.409,0.034,0.029,-0.995,-0.969,1.244,0.893,
22.414,0.039,0.035,-0.989,-0.992,1.443,0.641,
22.420,0.039,0.028,-0.992,-0.878,1.328,0.641,
22.425,0.032,0.028,-0.988,-1.260,1.557,0.847,
22.430,0.034,0.031,-1.001,-1.046,1.321,0.718,
22.436,0.039,0.036,-0.995,-0.977,1.252,0.916,
22.441,0.036,0.036,-1.000,-0.985,1.412,0.824,
22.447,0.035,0.034,-0.997,-1.000,1.282,0.824,
22.453,0.040,0.032,-1.000,-1.015,1.214,0.870,
